veilchenstrasse 23-ende;25.03.2020;Mittwoch
saarbruecker strasse;05.11.2020;Donnerstag
uhlandstrasse 34;06.08.2020;Donnerstag
waidweg 0-14z;21.09.2020;Montag
zehntwaldstrasse 1-ende;11.12.2020;Freitag
veilchenstrasse 0-ende;25.03.2020;Mittwoch
talwiesenstrasse;07.01.2020;Dienstag
uhlandstrasse 34a-38z;06.08.2020;Donnerstag
waidweg 16-ende;21.09.2020;Montag
saarlandstrasse 1-71z;11.09.2020;Freitag
rabenweg;02.10.2020;Freitag
vermontring 1-3z;23.06.2020;Dienstag
zehntwaldstrasse 0-84z;11.12.2020;Freitag
tannenweg;11.12.2020;Freitag
uhlandstrasse 40-ende;06.08.2020;Donnerstag
waldbronner strasse;09.06.2020;Dienstag
saarlandstrasse 73-83z;11.09.2020;Freitag
zehntwaldstrasse 86-ende;11.12.2020;Freitag
vermontring 5-9;23.06.2020;Dienstag
raffineriestrasse;11.09.2020;Freitag
tannhaeuserstrasse;09.07.2020;Donnerstag
uhuweg;07.12.2020;Montag
waldeckstrasse 1-7z;03.03.2020;Dienstag
saarlandstrasse 85;11.09.2020;Freitag
quellenstrasse;07.01.2020;Dienstag
zeisigweg;09.12.2020;Mittwoch
taubenstrasse;23.09.2020;Mittwoch
rahel-strauss-strasse 1-ende;08.04.2020;Mittwoch
vermontring 9a-ende;23.06.2020;Dienstag
saarlandstrasse 85a-117z;11.09.2020;Freitag
waldeckstrasse 9-ende;03.03.2020;Dienstag
ulmenallee;06.10.2020;Dienstag
zeppelinstrasse 1-11z;06.10.2020;Dienstag
tauberstrasse;03.11.2020;Dienstag
vermontring 0-ende;23.06.2020;Dienstag
rahel-strauss-strasse 0-ende;08.04.2020;Mittwoch
querstrasse;21.09.2020;Montag
ulmer strasse;04.06.2020;Donnerstag
waldeckstrasse 0-4z;03.03.2020;Dienstag
saarlandstrasse 119-ende;11.09.2020;Freitag
palmaienstrasse;31.01.2020;Freitag
zeppelinstrasse 13-19z;06.10.2020;Dienstag
victor-gollancz-strasse;04.05.2020;Montag
tennesseeallee;25.06.2020;Donnerstag
raiherwiesenstrasse 1-11z;29.01.2020;Mittwoch
palmbacher strasse;08.06.2020;Montag
saarlandstrasse 0-86z;11.09.2020;Freitag
unten am groetzinger weg;06.02.2020;Donnerstag
waldeckstrasse 6-ende;03.03.2020;Dienstag
zeppelinstrasse 21-ende;06.10.2020;Dienstag
raiherwiesenstrasse 13;29.01.2020;Mittwoch
vierordtstrasse;09.06.2020;Dienstag
teutschneureuter allee;19.03.2020;Donnerstag
ob den gaerten;09.06.2020;Dienstag
waldenburger strasse;28.02.2020;Freitag
untere hardtstrasse;09.12.2020;Mittwoch
saarlandstrasse 88-128z;11.09.2020;Freitag
panoramaweg 1-3;02.10.2020;Freitag
raiherwiesenstrasse 13a-17z;29.01.2020;Mittwoch
zeppelinstrasse 0-2;06.10.2020;Dienstag
teutschneureuter strasse 1-65z;07.12.2020;Montag
vierzehn morgen;02.06.2020;Dienstag
untere hub gewann;06.02.2020;Donnerstag
panoramaweg 3a-ende;02.10.2020;Freitag
ob der eichhaelden;09.06.2020;Dienstag
waldenserstrasse;09.06.2020;Dienstag
saarlandstrasse 130-ende;11.09.2020;Freitag
nachtigallenweg;09.12.2020;Mittwoch
viktoriastrasse;03.06.2020;Mittwoch
raiherwiesenstrasse 19-ende;29.01.2020;Mittwoch
teutschneureuter strasse 67-ende;07.12.2020;Montag
zeppelinstrasse 2a-4z;06.10.2020;Dienstag
sachsenstrasse;12.05.2020;Dienstag
panoramaweg 0-ende;02.10.2020;Freitag
oberausstrasse;03.06.2020;Mittwoch
untere strasse;17.09.2020;Donnerstag
teutschneureuter strasse 0-52z;07.12.2020;Montag
nancystrasse;14.08.2020;Freitag
vincentiusstrasse;12.05.2020;Dienstag
raiherwiesenstrasse 0-24z;29.01.2020;Mittwoch
zeppelinstrasse 6-8z;06.10.2020;Dienstag
saeckinger strasse;06.02.2020;Donnerstag
oberdorfstrasse;05.03.2020;Donnerstag
unterer dammweg;01.12.2020;Dienstag
waldhornplatz;17.06.2020;Mittwoch
pappelallee;30.09.2020;Mittwoch
machstrasse;09.01.2020;Donnerstag
zeppelinstrasse 10-26z;06.10.2020;Dienstag
naumburger strasse;26.02.2020;Mittwoch
teutschneureuter strasse 54-ende;07.12.2020;Montag
raiherwiesenstrasse 26-ende;29.01.2020;Mittwoch
vincenz-priessnitz-strasse;17.03.2020;Dienstag
obere gass;08.06.2020;Montag
waldhornstrasse 1-17z;17.06.2020;Mittwoch
unterer lichtenberg weg;03.06.2020;Mittwoch
parkstrasse;17.03.2020;Dienstag
salbeiweg;25.11.2020;Mittwoch
zeppelinstrasse 28-50z;06.10.2020;Dienstag
theodor-fontane-strasse;07.12.2020;Montag
virchowstrasse;03.07.2020;Freitag
madenburgweg;18.08.2020;Dienstag
rankestrasse;08.04.2020;Mittwoch
nebeniusstrasse 1-23z;17.04.2020;Freitag
lachenweg;12.02.2020;Mittwoch
unterer lussweg;13.01.2020;Montag
parzivalstrasse;03.03.2020;Dienstag
waldhornstrasse 19-23z;17.06.2020;Mittwoch
salierstrasse;08.05.2020;Freitag
obere setz;02.06.2020;Dienstag
nebeniusstrasse 25-ende;17.04.2020;Freitag
vogelsang;03.06.2020;Mittwoch
magdeburger strasse;26.02.2020;Mittwoch
rappenstrasse;04.02.2020;Dienstag
theodor-heuss-allee 1-13z;19.03.2020;Donnerstag
pascalstrasse;12.02.2020;Mittwoch
lachnerstrasse 1-11z;31.03.2020;Dienstag
oberfeldstrasse;27.11.2020;Freitag
waldhornstrasse 25;17.06.2020;Mittwoch
salmenstrasse;28.09.2020;Montag
unterfeldstrasse 1-ende;27.11.2020;Freitag
kaiserallee 1-1z;07.07.2020;Dienstag
vogtstrasse;07.12.2020;Montag
theodor-heuss-allee 15;19.03.2020;Donnerstag
mahlbergstrasse;12.10.2020;Montag
nebeniusstrasse 0-ende;17.04.2020;Freitag
rappenwoertstrasse;23.09.2020;Mittwoch
passagehof 1-ende;05.06.2020;Freitag
lachnerstrasse 13-ende;31.03.2020;Dienstag
sanddornweg;25.11.2020;Mittwoch
waldhornstrasse 25a-ende;17.06.2020;Mittwoch
unterfeldstrasse 0-2z;27.11.2020;Freitag
oberfeldweg;03.06.2020;Mittwoch
theodor-heuss-allee 15a-ende;19.03.2020;Donnerstag
kaiserallee 3-3z;07.07.2020;Dienstag
maiblumenstrasse;07.01.2020;Dienstag
vokkenaustrasse;05.03.2020;Donnerstag
rastatter strasse 1-67z;09.11.2020;Montag
neckarplatz 1-1z;03.11.2020;Dienstag
sandweg;12.02.2020;Mittwoch
lachnerstrasse 0-14z;31.03.2020;Dienstag
oberkirchfeld strasse;30.10.2020;Freitag
unterfeldstrasse 4;27.11.2020;Freitag
waldhornstrasse 0-28z;17.06.2020;Mittwoch
jagdstrasse;09.03.2020;Montag
passagehof 0-6z;05.06.2020;Freitag
rastatter strasse 69-ende;09.11.2020;Montag
theodor-heuss-allee 0-ende;19.03.2020;Donnerstag
kaiserallee 5;07.07.2020;Dienstag
maienweg;30.10.2020;Freitag
volzstrasse;27.07.2020;Montag
neckarplatz 3-ende;03.11.2020;Dienstag
unterfeldstrasse 4a-10z;27.11.2020;Freitag
saumweg;21.09.2020;Montag
jaegerhausstrasse;03.03.2020;Dienstag
waldhornstrasse 30-ende;17.06.2020;Mittwoch
oberlinstrasse;04.02.2020;Dienstag
lachnerstrasse 16-ende;31.03.2020;Dienstag
passagehof 8;05.06.2020;Freitag
von-beck-strasse;29.06.2020;Montag
mainestrasse;29.06.2020;Montag
rastatter strasse 0-28z;09.11.2020;Montag
theodor-rehbock-strasse;19.03.2020;Donnerstag
neckarplatz 0-ende;03.11.2020;Dienstag
kaiserallee 5a-31z;07.07.2020;Dienstag
ibisweg;09.12.2020;Mittwoch
waldmeisterweg;11.12.2020;Freitag
oberrossweide gewann;28.10.2020;Mittwoch
schaeferstrasse;05.03.2020;Donnerstag
unterfeldstrasse 12-30z;27.11.2020;Freitag
jaegerstrasse;04.02.2020;Dienstag
lagerstrasse;16.10.2020;Freitag
passagehof 8a-10z;05.06.2020;Freitag
rastatter strasse 30-58z;09.11.2020;Montag
kaiserallee 33-35z;07.07.2020;Dienstag
neckarstrasse;03.11.2020;Dienstag
vorarlberger strasse;27.01.2020;Montag
mainstrasse 1-7z;03.11.2020;Dienstag
thomas-mann-strasse;28.09.2020;Montag
schafweide;05.06.2020;Freitag
lameystrasse 1-ende;17.07.2020;Freitag
passagehof 12;05.06.2020;Freitag
ikarusplatz;01.07.2020;Mittwoch
jahnstrasse 1-7z;19.06.2020;Freitag
oberwaldstrasse;17.01.2020;Freitag
unterfeldstrasse 32-ende;27.11.2020;Freitag
mainstrasse 9-ende;03.11.2020;Dienstag
rastatter strasse 60-62z;09.11.2020;Montag
zeppelinstrasse 52-ende;06.10.2020;Dienstag
thomashofstrasse;08.06.2020;Montag
vorbergstrasse;07.01.2020;Dienstag
kaiserallee 37-39;07.07.2020;Dienstag
neidenburger strasse;12.02.2020;Mittwoch
lameystrasse 0-ende;17.07.2020;Freitag
iltisweg;05.06.2020;Freitag
ochsenstrasse 1-ende;09.01.2020;Donnerstag
passagehof 12a-ende;05.06.2020;Freitag
untermuehlstrasse;10.02.2020;Montag
schaenzle;14.08.2020;Freitag
jahnstrasse 0-16z;19.06.2020;Freitag
neisser strasse 1-ende;20.02.2020;Donnerstag
hagdornstrasse;03.03.2020;Dienstag
thujaweg;11.12.2020;Freitag
kaiserallee 39a-51z;07.07.2020;Dienstag
mainstrasse 0-2;03.11.2020;Dienstag
rastatter strasse 64-64z;09.11.2020;Montag
vorderstrasse 1-ende;21.09.2020;Montag
pastor-felke-strasse;17.03.2020;Dienstag
schattenstrasse;21.09.2020;Montag
ochsenstrasse 0-0z;09.01.2020;Donnerstag
unterreut;20.10.2020;Dienstag
lammstrasse 1-5z;09.06.2020;Dienstag
im bipples;15.09.2020;Dienstag
jahnstrasse 9-ende;19.06.2020;Freitag
g.-braun-strasse;03.09.2020;Donnerstag
thueringer strasse;04.06.2020;Donnerstag
kaiserallee 53-61z;07.07.2020;Dienstag
mainstrasse 2a-6z;03.11.2020;Dienstag
rastatter strasse 66-ende;09.11.2020;Montag
hagebuttenweg;25.11.2020;Mittwoch
neisser strasse 0-4z;20.02.2020;Donnerstag
paul-boess-strasse;10.02.2020;Montag
lammstrasse 7;09.06.2020;Dienstag
schauenburgstrasse;20.10.2020;Dienstag
im blumenwinkel;29.01.2020;Mittwoch
jahnstrasse 18-ende;19.06.2020;Freitag
ochsenstrasse 2-4;09.01.2020;Donnerstag
mainstrasse 8-10z;03.11.2020;Dienstag
kaiserallee 63-69z;07.07.2020;Dienstag
gabelsbergerstrasse;29.07.2020;Mittwoch
tiefentalstrasse 102-ende;15.01.2020;Mittwoch
neisser strasse 6;20.02.2020;Donnerstag
rathausgasse;03.06.2020;Mittwoch
hagenbacher strasse;18.08.2020;Dienstag
paul-ehrlich-strasse;03.07.2020;Freitag
jakob-doerr-strasse;15.09.2020;Dienstag
ochsenstrasse 4a-ende;09.01.2020;Donnerstag
lammstrasse 7a;09.06.2020;Dienstag
schauinslandstrasse;03.11.2020;Dienstag
fabrikstrasse;17.07.2020;Freitag
rathausplatz;02.06.2020;Dienstag
mainstrasse 12-12z;03.11.2020;Dienstag
gablonzer strasse;01.09.2020;Dienstag
hagenstrasse;07.07.2020;Dienstag
kaiserallee 71-113z;07.07.2020;Dienstag
neisser strasse 6a-ende;20.02.2020;Donnerstag
lammstrasse 7b-13z;09.06.2020;Dienstag
scheelweg;03.06.2020;Mittwoch
jasminweg;25.11.2020;Mittwoch
waldrebenweg;11.12.2020;Freitag
falkenweg 1-25z;05.11.2020;Donnerstag
paul-klee-strasse;13.01.2020;Montag
ochsentor strasse;04.02.2020;Dienstag
mainstrasse 14-ende;03.11.2020;Dienstag
gaistalweg;19.11.2020;Donnerstag
hagsfelder allee;17.03.2020;Dienstag
kaiserallee 0-12b;07.07.2020;Dienstag
nelkenstrasse 1-17z;29.07.2020;Mittwoch
rathausstrasse;07.01.2020;Dienstag
paul-rein-strasse;03.06.2020;Mittwoch
ochsenwiese;05.06.2020;Freitag
scheffelplatz;19.06.2020;Freitag
falkenweg 27-ende;05.11.2020;Donnerstag
im breiten wasen;05.03.2020;Donnerstag
lammstrasse 15-17z;09.06.2020;Dienstag
jean-ritzert-strasse 1-ende;09.01.2020;Donnerstag
ebersteinstrasse;05.06.2020;Freitag
hahnemannstrasse;13.01.2020;Montag
gaensbergstrasse;08.06.2020;Montag
unterweingartenfeld;20.10.2020;Dienstag
nelkenstrasse 19;29.07.2020;Mittwoch
kaiserallee 12c-12z;07.07.2020;Dienstag
jean-ritzert-strasse 0-ende;09.01.2020;Donnerstag
im bruehl;03.06.2020;Mittwoch
mainzer strasse;05.11.2020;Donnerstag
lammstrasse 19-19z;09.06.2020;Dienstag
paula-modersohn-strasse;13.01.2020;Montag
nelkenstrasse 19a-ende;29.07.2020;Mittwoch
kaiserallee 14-48z;07.07.2020;Dienstag
falkenweg 0-30z;05.11.2020;Donnerstag
offenburger strasse;05.11.2020;Donnerstag
hahnenstrasse;21.09.2020;Montag
gartenaeckerweg;02.06.2020;Dienstag
ebertstrasse 1-7z;08.05.2020;Freitag
dachsbau;05.06.2020;Freitag
lammstrasse 21-ende;09.06.2020;Dienstag
mallenweg;03.06.2020;Mittwoch
im bruehl gewann;07.01.2020;Dienstag
jenaer strasse;26.02.2020;Mittwoch
pennsylvaniastrasse;29.06.2020;Montag
gartenstrasse 63-ende;14.05.2020;Donnerstag
nelkenstrasse 0-ende;29.07.2020;Mittwoch
haid-und-neu-strasse 81-91z;11.03.2020;Mittwoch
tiefentalstrasse 1-ende;05.06.2020;Freitag
falkenweg 32-ende;05.11.2020;Donnerstag
kaiserallee 115-135z;07.07.2020;Dienstag
ohiostrasse;23.06.2020;Dienstag
scheffelstrasse 1-23z;10.08.2020;Montag
im brunnenfeld;09.06.2020;Dienstag
malvenstrasse;21.09.2020;Montag
rebbergweg;03.06.2020;Mittwoch
joachim-kurzaj-weg;14.10.2020;Mittwoch
peter-und-paul-platz;29.07.2020;Mittwoch
dahlienweg;13.11.2020;Freitag
ebertstrasse 0-6z;08.05.2020;Freitag
lammstrasse 0-10z;09.06.2020;Dienstag
ziegeleistrasse;02.06.2020;Dienstag
kaiserallee 137-ende;07.07.2020;Dienstag
falterweg;30.09.2020;Mittwoch
gartenstrasse 1-13z;14.05.2020;Donnerstag
haid-und-neu-strasse 1-31z;11.03.2020;Mittwoch
ohmstrasse;03.06.2020;Mittwoch
nesslerstrasse 1-ende;09.01.2020;Donnerstag
caeciliastrasse 1-11z;04.05.2020;Montag
im eichbaeumle;14.02.2020;Freitag
petergraben;30.10.2020;Freitag
dahner strasse;26.08.2020;Mittwoch
jockgrimerstrasse;18.08.2020;Dienstag
lammstrasse 12-14z;09.06.2020;Dienstag
mannheimer strasse 1-43;13.03.2020;Freitag
ebertstrasse 8-16z;08.05.2020;Freitag
okenstrasse;19.03.2020;Donnerstag
kaiserallee 50-ende;07.07.2020;Dienstag
gartenstrasse 15-35z;14.05.2020;Donnerstag
haid-und-neu-strasse 33-41z;11.03.2020;Mittwoch
nesslerstrasse 0-26z;09.01.2020;Donnerstag
farnweg;08.06.2020;Montag
ebertstrasse 18-22z;08.05.2020;Freitag
vorderstrasse 0-58;21.09.2020;Montag
daimlerstrasse;26.08.2020;Mittwoch
babbergerstrasse;21.09.2020;Montag
im eichbusch;04.06.2020;Donnerstag
caeciliastrasse 13-13z;04.05.2020;Montag
johann-georg-schlosser-strasse;09.12.2020;Mittwoch
lammstrasse 16-ende;09.06.2020;Dienstag
petrus-waldus-strasse;27.11.2020;Freitag
mannheimer strasse 43a-49z;13.03.2020;Freitag
nesslerstrasse 28-ende;03.06.2020;Mittwoch
waldring;01.07.2020;Mittwoch
kaiserpassage 1;05.06.2020;Freitag
haid-und-neu-strasse 43-79z;11.03.2020;Mittwoch
gartenstrasse 37-51z;14.05.2020;Donnerstag
oelgartenweg;21.09.2020;Montag
fasanenplatz;17.06.2020;Mittwoch
abraham-lincoln-allee;09.12.2020;Mittwoch
im eisenhafengrund 1-1z;09.01.2020;Donnerstag
kaiserpassage 1a-ende;05.06.2020;Freitag
lamprechtshof;08.06.2020;Montag
mannheimer strasse 51-ende;13.03.2020;Freitag
gartenstrasse 53-55z;14.05.2020;Donnerstag
ebertstrasse 24-32z;08.05.2020;Freitag
johann-strauss-strasse;10.02.2020;Montag
haid-und-neu-strasse 0-30z;11.03.2020;Mittwoch
bachenweg;01.12.2020;Dienstag
caeciliastrasse 15-ende;04.05.2020;Montag
damaschkestrasse 1-7z;01.07.2020;Mittwoch
omerskopfstrasse;14.10.2020;Mittwoch
neubergstrasse;08.06.2020;Montag
fasanenstrasse 1-9z;17.06.2020;Mittwoch
acherstrasse;03.11.2020;Dienstag
johanna-kirchner-strasse;22.10.2020;Donnerstag
gartenstrasse 57-61z;14.05.2020;Donnerstag
lamprechtstrasse;06.02.2020;Donnerstag
ebertstrasse 34-ende;08.05.2020;Freitag
neubruchstrasse 1-7z;06.10.2020;Dienstag
damaschkestrasse 9-39;01.07.2020;Mittwoch
fasanenstrasse 11;17.06.2020;Mittwoch
kaiserpassage 0-8z;05.06.2020;Freitag
haid-und-neu-strasse 32-36z;11.03.2020;Mittwoch
bachgasse;04.06.2020;Donnerstag
ada-lovelace-strasse;11.03.2020;Mittwoch
mannheimer strasse 0-62z;13.03.2020;Freitag
im eisenhafengrund 3-ende;09.01.2020;Donnerstag
caeciliastrasse 0-ende;04.05.2020;Montag
gartenstrasse 0-12z;14.05.2020;Donnerstag
johannes-schuster-weg 1-ende;06.10.2020;Dienstag
ebertstrasse 9-15z;08.05.2020;Freitag
landauer strasse 9-ende;26.08.2020;Mittwoch
im eisenhafengrund 0-ende;09.01.2020;Donnerstag
mannheimer strasse 64-ende;13.03.2020;Freitag
neubruchstrasse 9-ende;06.10.2020;Dienstag
kaiserpassage 10;05.06.2020;Freitag
cannstatter strasse;04.06.2020;Donnerstag
bachstelzenweg;09.12.2020;Mittwoch
adalbert-stifter-strasse;23.11.2020;Montag
damaschkestrasse 39a-ende;01.07.2020;Mittwoch
fasanenstrasse 11a-ende;17.06.2020;Mittwoch
pfaffstrasse;29.01.2020;Mittwoch
haid-und-neu-strasse 38-ende;11.03.2020;Mittwoch
landauer strasse 1-7z;26.08.2020;Mittwoch
ebertstrasse 17-29z;08.05.2020;Freitag
gartenstrasse 14-22z;14.05.2020;Donnerstag
johannes-schuster-weg 0-2;06.10.2020;Dienstag
marbacher strasse;04.06.2020;Donnerstag
adenauerring 1-15z;19.03.2020;Donnerstag
kaiserpassage 10a-12;05.06.2020;Freitag
damaschkestrasse 0-42z;01.07.2020;Mittwoch
carl-hofer-strasse;13.01.2020;Montag
fasanenstrasse 0-4z;17.06.2020;Mittwoch
bachstrasse 1-25z;13.07.2020;Montag
landauer strasse 0-ende;26.08.2020;Mittwoch
gartenstrasse 24-36z;14.05.2020;Donnerstag
haid-und-neu-strasse 93-ende;11.03.2020;Mittwoch
johannes-schuster-weg 2a-ende;06.10.2020;Dienstag
ebertstrasse 31-39z;08.05.2020;Freitag
carl-langhein-strasse;03.06.2020;Mittwoch
damaschkestrasse 44-ende;01.07.2020;Mittwoch
maerchenring;17.11.2020;Dienstag
kaiserpassage 12a-22;05.06.2020;Freitag
im eschwinkel;05.11.2020;Donnerstag
bachstrasse 0-26z;13.07.2020;Montag
adenauerring 17-ende;19.03.2020;Donnerstag
fasanenstrasse 6;17.06.2020;Mittwoch
scheffelstrasse 25-ende;10.08.2020;Montag
landeckstrasse;09.09.2020;Mittwoch
ebertstrasse 41-41z;08.05.2020;Freitag
hainbuchenweg;13.11.2020;Freitag
johannisburger strasse;12.02.2020;Mittwoch
gartenstrasse 38-46z;14.05.2020;Donnerstag
dammerstockstrasse;05.11.2020;Donnerstag
im fischerweg;02.06.2020;Dienstag
bachstrasse 27-ende;13.07.2020;Montag
carl-metz-strasse;06.10.2020;Dienstag
kaiserpassage 22a-ende;05.06.2020;Freitag
fasanenstrasse 6a-6z;17.06.2020;Mittwoch
adenauerring 0-2z;19.03.2020;Donnerstag
margarethe-hormuth-strasse;03.06.2020;Mittwoch
jollystrasse 1-27z;19.05.2020;Dienstag
gartenstrasse 48-56z;14.05.2020;Donnerstag
haizingerstrasse;23.03.2020;Montag
ebertstrasse 43-ende;08.05.2020;Freitag
oosstrasse;03.11.2020;Dienstag
bachstrasse 28-ende;13.07.2020;Montag
adenauerring 4-28z;19.03.2020;Donnerstag
danziger strasse;05.11.2020;Donnerstag
kaiserslauterner strasse;20.08.2020;Donnerstag
im gaessle;03.06.2020;Mittwoch
carl-schaefer-strasse;07.09.2020;Montag
fasanenstrasse 8-ende;17.06.2020;Mittwoch
haldenwangstrasse;09.01.2020;Donnerstag
vorderstrasse 58a-58z;21.09.2020;Montag
eckenerstrasse 34-ende;02.10.2020;Freitag
gartenstrasse 58-84z;14.05.2020;Donnerstag
jollystrasse 29-ende;19.05.2020;Dienstag
adenauerring 30-30z;19.03.2020;Donnerstag
carl-schurz-strasse;03.09.2020;Donnerstag
im gruen;13.11.2020;Freitag
badener strasse 1-1z;15.01.2020;Mittwoch
daeumlingweg;17.11.2020;Dienstag
gartenstrasse 86-ende;14.05.2020;Donnerstag
fautenbruchstrasse;27.04.2020;Montag
eckenerstrasse 1-25;02.10.2020;Freitag
jollystrasse 0-ende;19.05.2020;Dienstag
hallesche allee;26.02.2020;Mittwoch
badener strasse 3-7z;15.01.2020;Mittwoch
adenauerring 32-34z;19.03.2020;Donnerstag
ziegelstrasse;16.10.2020;Freitag
daxgasse;23.09.2020;Mittwoch
im haberacker;21.01.2020;Dienstag
cas-weg;11.03.2020;Mittwoch
eckenerstrasse 25a-25z;02.10.2020;Freitag
hambacher strasse;24.08.2020;Montag
im hirschwinkel;12.02.2020;Mittwoch
badener strasse 9-9z;15.01.2020;Mittwoch
tiefentalstrasse 0-100z;05.06.2020;Freitag
charlottenplatz;06.10.2020;Dienstag
daxlander strasse 1-123z;02.10.2020;Freitag
waldshuter strasse;06.02.2020;Donnerstag
adenauerring 36-ende;19.03.2020;Donnerstag
gartenweg;05.06.2020;Freitag
fechtstrasse;09.01.2020;Donnerstag
kaiserstrasse 1-1z;06.04.2020;Montag
rebenstrasse;31.01.2020;Freitag
eckenerstrasse 27;02.10.2020;Freitag
hammaecker;02.10.2020;Freitag
federbachstrasse;21.09.2020;Montag
im hohengrund;03.06.2020;Mittwoch
charlottenstrasse;06.10.2020;Dienstag
gaertnerstrasse 1-45z;29.01.2020;Mittwoch
adlerstrasse 1-13z;15.06.2020;Montag
daxlander strasse 125-ende;02.10.2020;Freitag
badener strasse 11-11z;15.01.2020;Mittwoch
hammweg;21.09.2020;Montag
eckenerstrasse 27a-ende;02.10.2020;Freitag
gaertnerstrasse 47-ende;29.01.2020;Mittwoch
im holderbusch;04.06.2020;Donnerstag
landgrabenstrasse;30.10.2020;Freitag
feierabendweg;01.09.2020;Dienstag
daxlander strasse 0-ende;02.10.2020;Freitag
christian-schneider-strasse;06.10.2020;Dienstag
adlerstrasse 15-27z;15.06.2020;Montag
haendelstrasse;09.07.2020;Donnerstag
badener strasse 13-49;15.01.2020;Mittwoch
eckenerstrasse 0-30z;02.10.2020;Freitag
jordanstrasse;19.03.2020;Donnerstag
feindhag;03.06.2020;Mittwoch
im husarenlager;03.09.2020;Donnerstag
gaertnerstrasse 0-ende;29.01.2020;Mittwoch
eckenerstrasse 32-32z;02.10.2020;Freitag
badener strasse 49a;15.01.2020;Mittwoch
scheffelstrasse 0-44z;10.08.2020;Montag
adlerstrasse 29;15.06.2020;Montag
christofstrasse 1-21z;29.01.2020;Mittwoch
hangstrasse;07.01.2020;Dienstag
de-coster-strasse;12.02.2020;Mittwoch
feldbergplatz;03.11.2020;Dienstag
gaussstrasse;19.03.2020;Donnerstag
im jagdgrund 1-23z;21.09.2020;Montag
christofstrasse 23-ende;29.01.2020;Mittwoch
oppauer strasse;24.08.2020;Montag
margarethenstrasse;06.10.2020;Dienstag
hans-baldung-grien-weg;27.11.2020;Freitag
vorderstrasse 60-ende;21.09.2020;Montag
eckhartstrasse;17.01.2020;Freitag
dea-scholven-strasse;11.09.2020;Freitag
badener strasse 49b-59z;15.01.2020;Mittwoch
adlerstrasse 29a-49z;15.06.2020;Montag
gebhard-mueller-strasse;11.12.2020;Freitag
feldbergstrasse 1-9z;03.11.2020;Dienstag
hans-pfitzner-strasse;10.02.2020;Montag
